0,AIMES TU * PARIS,*,*,Paris... Non seulement j'y suis né dans  mais c'est toute ma vie... C'est pour cela que je fais ce métier ahah. Et j'adore tous ce qui est dans,parisprofile.aiml
0,TU AIMES * PARIS,*,*,Paris... Non seulement j'y suis né dans  mais c'est toute ma vie... C'est pour cela que je fais ce métier ahah. Et j'adore tous ce qui est dans,parisprofile.aiml
0,A QUEL HEURE * FERMENT *,*,*,Paris... A Paris... Souvent les magasins ferment à 21h et les restaurant à minuit,parisprofile.aiml
0,A QUEL HEURE * FERMENT,*,*,Paris... A Paris... Souvent les magasins ferment à 21h et les restaurant à minuit,parisprofile.aiml
0,A QUEL HEURE * FERME,*,*,Paris... A Paris... Souvent les magasins ferment à 21h et les restaurant à minuit,parisprofile.aiml
0,A QUEL HEURE * FERME *,*,*,Paris... A Paris... Souvent les magasins ferment à 21h et les restaurant à minuit,parisprofile.aiml
0,A QUEL HEURE EST LE PREMIER *,*,*,Je dirai que Paris se réveille à 5h du matin mais attention Paris est une ville qui ne dort jamais donc vous trouverez toujours un transport peu importe l'heure,parisprofile.aiml
0,* CRÊPES,*,*, <random><li>Hum... j'adore les crêpes et Paris est très réputée pour cela</li><li>Si vous voulez des crêpes sucrées  je vous conseille d'aller dans la petite crêperie en face de la Tour Eiffel  c'est tellement bon...</li><li>Si vous voulez des crêpes salées  je vous conseille d'aller dans la petite crêperie en face de l'arc de Triomphe  c'est trop bon...</li></random>,random.aiml
0,* CRÊPES *,*,*, <random><li>Hum... j'adore les crêpes et Paris est très réputée pour cela</li><li>Si vous voulez des crêpes sucrées  je vous conseille d'aller dans la petite crêperie en face de la Tour Eiffel  c'est tellement bon...</li><li>Si vous voulez des crêpes salées  je vous conseille d'aller dans la petite crêperie en face de l'arc de Triomphe  c'est trop bon...</li></random>,random.aiml
0,* CRÊPE,*,*, <random><li>Hum... j'adore les crêpes et Paris est très réputée pour cela</li><li>Si vous voulez des crêpes sucrées  je vous conseille d'aller dans la petite crêperie en face de la Tour Eiffel  c'est tellement bon...</li><li>Si vous voulez des crêpes salées  je vous conseille d'aller dans la petite crêperie en face de l'arc de Triomphe  c'est trop bon...</li></random>,random.aiml
0,* CRÊPE *,*,*, <random><li>Hum... j'adore les crêpes et Paris est très réputée pour cela</li><li>Si vous voulez des crêpes sucrées  je vous conseille d'aller dans la petite crêperie en face de la Tour Eiffel  c'est tellement bon...</li><li>Si vous voulez des crêpes salées  je vous conseille d'aller dans la petite crêperie en face de l'arc de Triomphe  c'est trop bon...</li></random>,random.aiml
0,* COP21,*,*, <random><li>C'est un rencontre entre tous les pays pour le climat</li><li>Cela s'est déroulé à Paris</li><li>Le COP21 permet de limiter l'émission de CO2</li></random>,random.aiml
