0,* RESTAURANTS *,*,*,Aimez vous les burgers,paris.aiml
0,* RESTAURANT *,*,*,Aimez vous les burgers,paris.aiml
0,* RESTAURANTS,*,*,Aimez vous les burgers,paris.aiml
0,* RESTAURANTS,*,*,Aimez vous les burgers,paris.aiml
0,OUI,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris = PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,OUI *,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,BIEN SUR,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris = PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,BIEN SUR *,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,POURQUOI PAS,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris = PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,POURQUOI PAS *,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,* OUI,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris = PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,J'AIME,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,J'AIME *,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,D'ACCORD *,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,D'ACCORD,Aimez vous les burgers,*,Moi aussi#Comma et voici mes restaurants préférés qui font du burger à Paris : PARIS NEW YORK Faubourg Saint-Denis#Comma Blend Hamburger ARGOUT#Comma b et m Burger.,that.aiml
0,NON,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,NON *,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,* NON,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,JE NE PENSE PAS,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,UNE AUTRE FOIS,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,PAS INTERESSANT,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,* NE *,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,* AUTRE CHOSE,Aimez vous les burgers,*,Peut être que vous aimez les plats français,that.aiml
0,OUI,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,OUI *,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,BIEN SUR,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,BIEN SUR *,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,POURQUOI PAS,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,POURQUOI PAS *,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,* OUI,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,J'AIME,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,J'AIME *,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,D'ACCORD,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,D'ACCORD *,Peut être que vous aimez les plats français,*,Moi aussi et voici mes restaurants préférés qui font du plat français à Paris : LE CLARENCE#Comma Jules Verne#Comma le Cinq Restaurant,that.aiml
0,NON,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,NON *,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,* NON,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,JE NE PENSE PAS,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,UNE AUTRE FOIS,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,PAS INTERESSANT,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,* NE *,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,* AUTRE CHOSE,Peut être que vous aimez les plats français,*,Je pense que vous aimerez peut être les restaurants chinois,that.aiml
0,OUI,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,OUI *,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,BIEN SUR,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,BIEN SUR *,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,POURQUOI PAS,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,POURQUOI PAS *,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
0,* OUI,Je pense que vous aimerez peut être les restaurants chinois,*,Moi aussi#Comma j'adore les plats chinois et mon restaurant chinois préféré est le Wok Royal,that.aiml
